age,monthly_salary,monthly_expenses,current_savings,dependents,risk_tolerance,expected_return,inflation_rate,retirement_goal_age,goal_type,target_corpus,risk_label
52,89722,35378,3154104,5,High,11.631187454603799,7.887088393864908,68,Normal,35757413.42699914,Low
43,85634,36746,4162797,5,High,11.16225869560227,4.648422954300882,52,Luxury,16593023.06208203,Low
43,182422,138036,2855291,1,Low,12.507537088474049,5.416794762155551,70,Luxury,172059404.1949394,Medium
25,237006,12218,3553583,5,Low,12.653224321688137,6.911754634267606,60,Normal,38020023.32096874,Medium
51,154054,92738,3009899,5,High,10.856845353827882,4.689744911683684,63,Normal,48220163.60065378,Medium
33,151728,45088,2628332,5,High,6.398863492354482,7.462106195477055,57,Luxury,76087021.55409494,Medium
40,160505,44843,4118953,4,Medium,10.533815139961558,5.7319342910871,65,Normal,54196388.675950095,Low
39,108522,70031,15924,1,Low,10.383241296872697,6.355909829804441,49,Normal,38907009.77429355,High
56,124596,33703,4273744,5,Low,11.523508372128868,7.076473899978963,64,Aggressive,17471987.25540049,Low
28,28831,10085,416864,3,Low,11.086853253814745,7.386062513425837,60,Aggressive,29589017.91771865,Medium
52,258610,62315,2229785,0,High,6.268031142042203,6.94128189579126,60,Normal,31979888.0600099,Medium
51,83095,27066,383632,2,Medium,13.454519356712996,5.18930020552935,57,Normal,10999545.169845931,High
22,217366,37331,2532844,4,Low,13.592590378344195,5.626681665525327,51,Normal,54780542.95706122,Medium
60,145268,21551,2567105,4,Medium,7.218439143439774,7.140095386336345,69,Normal,12026989.72144014,Medium
51,130417,43067,2141700,3,Low,13.715159056958388,7.602349619758023,63,Aggressive,31126259.370057978,Medium
54,28778,12318,4059895,0,High,9.624462442151632,6.640641155043971,61,Normal,5795897.376073779,Low
27,201995,104053,1302231,5,Medium,7.208906036846926,6.203240974922801,57,Luxury,189893004.75101775,Medium
33,61747,41248,2491565,2,High,13.622474189422,6.586959350103444,48,Aggressive,32217011.09983857,Low
33,259749,194483,2934782,4,High,6.66785205590001,4.926485819268753,48,Luxury,120027239.14538904,Medium
50,80224,42871,3692334,5,High,7.342343642236985,5.979935401036207,58,Luxury,20467937.03442203,Low
35,33602,18133,261596,1,High,8.659240930791363,7.62486937174603,63,Luxury,42574030.00203354,Medium
48,123608,68575,468759,1,Medium,13.998848114501838,4.965425538449267,70,Normal,59745476.35371557,High
38,157936,46862,3598839,5,Medium,8.576151935441604,6.431852264825718,61,Aggressive,58964326.58606741,Medium
48,73519,29222,1093783,1,High,13.707266763836806,5.110869674526718,66,Normal,21502478.41477263,Medium
34,30232,10219,2191235,1,Medium,11.057523351277926,6.721666900023482,48,Luxury,7621949.252483478,Low
26,112921,77611,1487769,2,Medium,9.205760273256823,7.8231190437037945,52,Normal,165026501.1255996,Medium
28,250039,14384,2746190,3,Medium,7.469339970858406,4.857055436137447,62,Normal,21643191.150875006,Medium
47,270180,64911,983826,1,High,9.075493906308083,4.007824935231994,66,Aggressive,41085996.60167676,High
39,122313,50071,539204,0,Low,6.726637783182969,5.800218641191352,49,Aggressive,26398130.512235682,High
24,124729,49093,3743016,1,High,6.43977364241178,4.973852950895971,67,Aggressive,118748942.87815344,Low
22,147179,26495,3529979,1,High,13.363556961368333,6.257891877145849,52,Aggressive,49104471.41083371,Medium
40,290391,187594,2611224,3,Low,7.419765833840627,6.785918843060416,70,Aggressive,403422267.2763122,Medium
31,165350,51223,2784393,5,Low,7.3173424897995405,7.894661603695195,57,Normal,110811581.65235566,Medium
51,178763,22006,4779251,4,High,8.983896850264934,5.187437919468401,64,Aggressive,12740684.58997831,Low
24,247329,70995,4308286,2,Medium,13.014595254304215,4.920940364079611,68,Luxury,176313143.79360977,Medium
45,24279,13645,1233652,4,Low,8.410757969308484,4.341671708933149,54,Aggressive,6000879.542160405,Low
39,121647,37173,3518560,5,High,11.691714670599037,7.1928765902021725,69,Luxury,89603842.90720814,Low
39,205218,66509,3436463,1,High,8.300927132115483,5.809051744203036,55,Aggressive,49245531.510927364,Medium
22,100279,43917,2335621,2,Medium,8.730364237444224,5.3714948564998455,59,Aggressive,91308276.58753172,Medium
33,159495,58868,4828092,2,Medium,11.967964013214456,6.489544475537041,66,Luxury,140647015.91011798,Low
24,220642,43376,4411649,4,Low,8.540953508742813,6.1728529640344725,48,Luxury,54789136.12894575,Medium
39,26995,14357,744178,3,Low,6.06677587620727,5.533252325138191,58,Luxury,11983455.885029739,Low
41,216693,51683,2402565,3,Low,10.599616060707923,6.910034193795745,70,Luxury,107647650.30049385,Medium
33,21088,13491,2399901,5,High,7.5023025081180705,5.843389774518821,63,Luxury,22237072.126885384,Low
27,84012,21416,4732313,2,High,9.963743448025308,7.245300848545639,65,Luxury,91671416.78807032,Low
58,192207,116844,3333412,0,Low,7.435750527942837,7.550147645798632,67,Aggressive,67488032.79793592,Medium
29,267663,188342,1688958,2,Medium,12.842319200553046,6.195885015987424,54,Normal,253957268.63204733,Medium
23,196134,68998,3510780,1,Medium,10.848402504125824,5.7495695222944825,54,Luxury,117110169.58409362,Medium
31,251729,198661,2445982,3,High,11.628624144252377,5.964530664838199,46,Luxury,142115568.11252597,Medium
60,101259,50401,3699126,1,Medium,10.512753306355819,6.453883202427386,65,Normal,20671307.56697362,Low
50,183479,91705,815910,5,Medium,8.38075476517239,5.930646955165049,56,Luxury,38872638.35680141,High
49,271864,110900,2690756,5,Low,11.928637513173761,7.714448946553066,65,Luxury,109253717.85954803,Medium
43,45410,20140,2045074,5,Low,8.178779866183609,4.294213824886292,55,Normal,10006986.123861436,Low
46,143131,28562,1173321,4,High,10.846099772714116,4.7560688062331185,67,Normal,22733845.62180105,Medium
46,70589,31757,947889,0,High,11.05969633129019,7.465601297505652,61,Aggressive,28054518.484554183,Medium
58,133038,13476,3696663,4,Medium,11.579204412564156,7.233454240709258,66,Luxury,7068457.057100754,Low
55,68670,50844,1309713,2,Medium,6.730236695540194,7.601699961849157,67,Aggressive,36744348.93310935,Medium
54,53576,28879,2787851,1,Medium,9.386139355421772,5.442075998854673,65,Normal,15518753.431357326,Low
53,117410,36684,592852,4,High,9.478322686017723,7.1782130445750685,68,Luxury,31131182.525051497,High
52,212458,19450,3171126,3,Medium,7.992433213257986,4.965445625710155,70,Aggressive,13959672.523478078,Medium
35,55145,10819,940552,0,Medium,9.222968890463939,5.411473907557971,51,Normal,7542486.635344845,Medium
50,26787,16630,4516156,2,Low,7.3475983445001845,4.398636538109825,58,Luxury,7039991.227263924,Low
53,25798,13684,4240758,0,High,7.640734435021829,5.658965610062415,65,Aggressive,7947134.739911088,Low
52,231543,148434,3421120,5,High,9.688611676792112,4.195006421653769,61,Aggressive,64457995.76252214,Medium
32,177089,30641,2541505,5,High,13.464618861448413,5.990905291159025,66,Luxury,66459434.72457972,Medium
54,184898,20042,1874106,5,Low,6.359414701835556,6.968002488107713,66,Aggressive,13493013.140520904,Medium
30,288825,174550,797943,0,Low,11.93346703601297,7.359390544289157,53,Luxury,268140224.66891164,High
32,177715,23797,2266909,2,Medium,6.402802769746273,7.795533108796436,67,Normal,98780274.65932508,Medium
22,164576,131013,93868,2,High,10.131762829098355,7.716787520997036,68,Aggressive,1200802863.9824405,High
45,63449,43070,3129254,0,Medium,12.946641276872112,5.676415136585559,56,Normal,23716736.11958156,Low
33,270008,135613,334351,2,Medium,7.444485105674637,7.21744683012121,47,Aggressive,107929218.97549279,High
35,282227,108926,3660702,1,Medium,12.610471848349869,5.8553396255390835,50,Aggressive,76726318.20237848,Medium
34,76128,59605,3717460,3,Medium,13.910091253834999,5.126210999579685,45,Aggressive,30990249.701080043,Low
45,113163,89171,1213409,0,High,12.166652088147506,5.572917452266612,66,Luxury,83550274.17408346,Medium
53,45353,27840,3644785,3,Low,7.813889617265538,4.786601195546961,64,Normal,13968628.90879366,Low
45,124655,85981,1791089,0,High,10.731692240872302,7.830587960383239,70,Luxury,169852943.77538207,Medium
28,200894,122597,1622547,1,Low,6.048480054366065,4.23896340806366,52,Luxury,99614626.77608582,Medium
28,136862,59651,2966986,2,High,11.36170809456291,7.9417172647843355,53,Normal,120912739.15128511,Medium
31,297351,220133,2244148,0,Low,12.41774966068484,4.042251386803244,66,Normal,264330547.62798136,Medium
49,227181,116289,86346,2,High,10.073042244481796,6.8561732318567294,57,Luxury,59300291.31780673,High
21,273579,146093,415107,1,Low,10.449815825111202,4.527381337116369,52,Luxury,172934978.69277185,High
57,55866,37688,4342558,0,Low,12.659472908459934,5.432859031593573,70,Normal,22491174.295850243,Low
42,151170,98786,4282769,1,Medium,9.60963458568159,6.422568463182488,68,Normal,149518109.4770599,Low
37,97165,34610,3997772,4,Medium,13.048263222142717,6.43579599239245,62,Normal,49375972.75140052,Low
35,212415,106183,83766,1,High,12.190116806965982,4.9830040524844765,59,Luxury,102336873.62041748,High
25,286533,51561,3355017,1,Medium,7.557582663394628,5.28647691353064,64,Luxury,115338350.76391198,Medium
39,218087,97539,4126450,1,Medium,6.138253049623968,5.971578787143326,63,Aggressive,117718647.50797181,Medium
41,52628,40259,3569562,1,Medium,11.032244355551741,7.349195629340693,61,Aggressive,49883868.988843925,Low
57,245143,173670,3377651,4,High,11.587400548904128,5.495835699944543,69,Aggressive,99007902.6562795,Medium
31,110287,82280,4656095,3,Low,13.735514562541901,6.131859738124691,62,Normal,156183281.73316965,Low
51,231369,33780,482873,3,Low,8.054443576366474,6.210264245906557,63,Aggressive,20882321.225603655,High
36,37593,28552,1261308,1,High,10.43965789587518,6.287294970514177,45,Aggressive,14828252.700855134,Low
29,219517,44683,3505688,3,High,7.2302409516395825,5.434323256011613,57,Aggressive,58987500.36816714,Medium
41,244034,31993,4291975,0,High,6.74961306853624,6.407137934799666,70,Luxury,58120363.07677924,Medium
34,161949,42106,304010,1,High,7.680098305700775,6.845044719417374,55,Luxury,50734960.834981576,High
35,81179,61822,529137,4,Low,7.063078517735597,7.758050796786683,45,Normal,39152687.23738267,Medium
34,141308,53137,4527488,0,Low,7.779414560604558,5.55218379473758,63,Normal,76395495.4905929,Low
34,95589,50661,1066915,1,High,6.682390849209349,4.155127722941576,51,Aggressive,30364501.928845998,Medium
36,278542,12137,1555072,5,High,9.202991624066563,5.578949466080219,52,Normal,8679005.996360347,High
21,263544,88461,3721317,4,Medium,12.489036064617506,6.780566432009775,67,Aggressive,542644284.5450746,Medium
51,60446,42802,1613499,0,Low,12.139834474145134,7.09510742704211,62,Normal,27292998.814685594,Low
33,132096,61509,26461,0,Low,12.905913499418144,5.949223394180884,55,Aggressive,65797748.09225951,High
29,105741,11861,3033660,5,Low,11.695128149028651,7.873524100919667,49,Luxury,16200928.21488258,Low
30,297543,71319,3225133,3,High,10.692743573237586,7.979214767057638,53,Aggressive,125069177.29587711,Medium
29,213776,83197,2708530,1,Medium,10.91702070422825,5.727285378974276,62,Luxury,156820419.71610013,Medium
31,299792,123998,1350600,3,Medium,7.2274731120198155,6.632516366150174,65,Normal,330205503.857584,High
31,98707,47515,658693,1,High,12.507647297678513,4.261063159377908,46,Luxury,26655339.94566858,Medium
41,149402,44983,4731451,5,Low,6.845216865314456,6.648275206265193,63,Luxury,55610149.83341134,Low
49,117107,37703,4702212,4,Low,10.105163215676129,4.0905202427123015,59,Luxury,16889195.161574803,Low
54,36288,20761,3586866,5,Low,13.272209830322968,7.762376686898444,69,Normal,19115116.102258153,Low
46,59045,20951,4069660,2,Medium,8.08188174247231,7.995112566271297,55,Luxury,12559227.425820239,Low
27,214671,23494,121995,3,High,13.862931668324649,7.490349313091537,50,Normal,37117278.56054795,High
51,72246,25953,4875344,3,Medium,9.38883205592834,4.327861003524564,56,Normal,9622996.723184168,Low
25,200621,66371,1564029,2,Low,12.55761633682883,4.713406377901508,47,Normal,54846629.47264845,Medium
29,51436,28177,2701705,1,Low,13.016150226683795,4.297331151654194,47,Luxury,18027417.852255795,Low
26,177441,135885,4997309,5,Low,13.668710211776027,4.619374697347435,51,Normal,126065361.12317288,Low
32,168482,110093,2891034,0,Low,10.78160097000287,5.493828933246993,58,Normal,132673566.33939235,Medium
50,108119,19913,279175,1,Low,7.8309202626592676,7.964467257122465,61,Aggressive,13878651.022898324,High
30,37476,16445,2276600,1,Medium,8.546702914596302,7.39254517428351,65,Aggressive,59875597.90403495,Low
60,174412,86788,4069919,3,High,13.37599194844815,4.020138136416206,66,Aggressive,32982645.887575228,Medium
54,178326,17949,1508641,1,Medium,8.10903352247566,7.9219548829927575,64,Normal,11541428.013411244,Medium
59,253461,59000,4347014,1,Medium,7.967099315682826,7.916866817276581,68,Luxury,35138014.43949175,Medium
22,180516,142497,2183546,5,Medium,9.424864186000669,6.549253335996827,65,Luxury,654025428.9582343,Medium
33,144917,22070,4563422,2,Medium,9.364487381139845,4.50298656278612,63,Luxury,24819021.43776631,Low
47,38144,18338,132899,0,Low,6.904018477925306,5.88273982141426,65,Aggressive,15393107.186652917,High
57,163671,114386,86421,2,Medium,8.783446402055645,7.863841048488431,68,Aggressive,78909415.18642275,High
54,130365,93739,3293965,5,High,7.678899882365563,7.740037294591726,67,Luxury,74121491.70389308,Low
24,25183,14708,3603662,3,Low,13.72840615962849,4.060252579632774,67,Aggressive,24430059.854811884,Low
47,261045,174152,1860798,1,Medium,13.090949228701113,5.281566152945195,70,Normal,170668537.87923598,Medium
39,235828,77075,1600234,5,High,7.710205531992137,6.801678127275719,69,Luxury,166485757.6212157,Medium
22,73565,23649,623524,4,Low,8.768379805155316,4.81504913029131,46,Luxury,21933172.269163977,Medium
45,285396,97048,2177354,2,Low,6.69212084000567,6.572493853454074,53,Luxury,48447221.33848955,Medium
34,189722,78458,2922144,4,Medium,7.355065149186959,5.632002452063617,66,Normal,135898572.64275238,Medium
45,276187,168961,845841,1,Medium,11.662361777444932,4.691141756932537,50,Normal,63746655.92127049,High
31,281648,202946,2811222,1,High,7.636442807482834,5.8804173980486345,69,Luxury,533944661.86449987,Medium
21,263509,23750,4851133,3,High,10.522784665733148,6.201018482057922,63,Aggressive,89163991.21631464,Medium
50,144009,39609,510870,2,Medium,8.76515444027427,7.818296198414263,63,Normal,31616746.162233237,High
21,262084,28886,2564892,1,Medium,6.666553869097393,5.920624158115863,57,Luxury,68723898.43167686,Medium
30,207393,56531,2688403,5,Medium,6.814897899981409,6.786367157532659,49,Luxury,59048429.898037225,Medium
53,235107,170630,2369673,2,Medium,11.396675382015474,5.494080751965666,68,Normal,114182100.44496506,Medium
33,99151,62267,1956192,5,Low,12.137448676303462,4.480794059369691,49,Aggressive,37667138.632230826,Medium
39,64426,51205,2970891,3,High,7.17934774009991,5.508708005408582,69,Normal,76750775.82790881,Low
38,295937,136276,778243,4,High,11.424498595246867,4.982142194023952,68,Luxury,175793796.53621793,High
46,21786,15015,2372415,0,Low,13.150022394688072,4.538652820582879,66,Aggressive,10944213.911055742,Low
40,269650,208911,258156,0,High,8.032913181417662,5.327900671930275,57,Luxury,151467982.88832843,High
29,222812,104281,4526169,4,High,10.188166224822492,7.130101815994127,62,Luxury,303673241.1798778,Medium
35,133597,84278,2906069,3,Medium,9.866423511418784,4.882779436131541,58,Aggressive,75688830.57773119,Medium
44,48852,37221,1160112,0,Low,7.309075310455843,6.020008576670783,65,Aggressive,38111305.62337399,Medium
53,216152,59114,4584726,5,Medium,12.120005031017406,6.184218513336358,58,Luxury,23939301.670244798,Medium
48,245677,151687,371310,1,High,10.58274548194904,4.40571748596897,55,Normal,61537463.68585525,High
33,277481,53077,1339883,3,Medium,10.901093258997312,5.152575565814643,55,Normal,48091214.34870796,High
34,96890,29353,2906164,2,Low,8.159859286122385,5.901137804731018,63,Luxury,46439967.72301341,Low
58,68761,33730,4434741,4,Low,8.645178913772309,4.990477264401093,64,Normal,13553050.467852708,Low
55,115626,70074,3657333,4,High,13.347274753494137,4.112117527763225,67,Aggressive,34095221.74437778,Low
45,117236,65908,3023608,0,Medium,11.005360301031352,7.3317001957219645,65,Normal,81399092.9610753,Low
27,260963,176063,2106732,3,Low,8.383314163753095,5.8521363528357355,62,Luxury,386612878.70893514,Medium
57,261734,139395,2333801,1,High,9.571492660004395,5.259649039140864,64,Luxury,59868982.11931513,Medium
22,233025,45474,3079496,3,High,8.967495961614189,7.893223104758571,49,Aggressive,106102818.72375771,Medium
25,29517,13696,486964,4,High,9.839082316256366,7.665980248489852,57,Aggressive,43674401.6433581,Medium
26,253260,55484,4748481,1,Low,7.640339280488038,7.9124564118940945,69,Luxury,439913098.3424924,Medium
28,192105,21334,4189906,5,High,11.72414035579743,5.922025557015576,69,Luxury,67706585.4043795,Medium
53,204116,117499,1619393,4,Medium,7.304604389991226,5.890780357859839,59,Luxury,49694041.48272972,Medium
41,129349,52451,115454,0,Medium,6.866139028558466,5.51817008523863,69,Normal,70800782.09361716,High
